gender,estimated_age,color_of_scales,color_of_eyes,color_of_wings,est_body_length,shape_of_snout,shape_of_teeth,scales_present,scale_texture,body_texture,snout_length,shape_of_body,wingspan,number_of_limbs,facial_spikes,frilled,length_of_horns,shape_of_horns,shape_of_tail,loc_of_sighting,aggressiveness,flight_speed,is_venomous,breathing_fire_observed,observed_by,year_observed,species
female,adult,grey,yellow,grey,24.032288315029675,long,spiked,partial,rough,partially scaled,2.454092678890523,lithe,49.436571013372955,2,no,no,long,spiny,pointed,Hungary,7,49.96957695329004,no,yes,BR,2022,Ukrainian Ironbelly
female,adult,grey,yellow,grey,16.812538279833767,long,spiked,partial,rough,partially scaled,2.078071971358267,lithe,45.57146764083416,2,no,no,long,spiny,pointed,Ukraine,5,45.73833196733493,no,yes,OK,1985,Ukrainian Ironbelly
male,elder,grey,yellow,grey,32.35183535376295,long,spiked,partial,rough,partially scaled,3.679712718447628,lithe,62.93257780846051,2,no,no,long,spiny,pointed,Romania,7,48.887283737792316,no,no,TR,1991,Ukrainian Ironbelly
male,adult,grey,red,grey,14.001624638830366,long,spiked,partial,rough,partially scaled,1.0886717753343729,lithe,41.16136947843406,2,no,no,long,spiny,pointed,Hungary,6,45.082225520112495,no,yes,WX,2010,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.128408394187011,long,spiked,partial,rough,partially scaled,0.7541764483217694,lithe,9.755420919664303,2,no,no,long,spiny,pointed,Hungary,6,51.62338261606882,no,no,DR,2009,Ukrainian Ironbelly
male,elder,grey,red,grey,36.310513171364555,long,spiked,partial,rough,partially scaled,4.780142751136141,lithe,91.6700158396558,2,no,no,long,spiny,pointed,Ukraine,6,47.03816964803647,no,no,LM,2001,Ukrainian Ironbelly
male,elder,grey,red,grey,49.52942280187331,long,spiked,partial,rough,partially scaled,3.165849488194689,lithe,79.62083521797699,2,no,no,long,spiny,pointed,Hungary,7,49.48727113586898,no,no,NK,2022,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.057745494588668,long,spiked,partial,rough,partially scaled,0.9638567908144501,lithe,8.178376817948553,2,no,no,long,spiny,pointed,Hungary,6,51.50408944489383,no,no,BR,1990,Ukrainian Ironbelly
male,adult,grey,red,grey,19.839221274826535,long,spiked,partial,rough,partially scaled,1.6023334066724373,lithe,44.05301491154669,2,no,no,long,spiny,pointed,Romania,6,48.249784870093045,no,no,NR,1976,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.559299011102767,long,spiked,partial,rough,partially scaled,0.6977524791722955,lithe,9.406902158194184,2,no,no,long,spiny,pointed,Ukraine,5,54.457374022597875,no,no,U,2005,Ukrainian Ironbelly
male,adult,grey,red,grey,10.208668616621022,long,spiked,partial,rough,partially scaled,1.2832819088306295,lithe,43.37798504036297,2,no,no,long,spiny,pointed,Ukraine,7,48.36809665092196,no,no,LM,2009,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.093955216005937,long,spiked,partial,rough,partially scaled,0.5443914112884123,lithe,8.891157294510945,2,no,no,long,spiny,pointed,Romania,6,59.31508772826846,no,no,KN,2001,Ukrainian Ironbelly
female,adult,grey,yellow,grey,15.669272707342994,long,spiked,partial,rough,partially scaled,2.0788632042523982,lithe,41.01168946549492,2,no,no,long,spiny,pointed,Romania,7,46.69076477815775,no,no,NK,1995,Ukrainian Ironbelly
female,adult,grey,yellow,grey,15.605820170131892,long,spiked,partial,rough,partially scaled,2.562984417192717,lithe,42.670788243965184,2,no,no,long,spiny,pointed,Ukraine,6,47.38603525189458,no,yes,SR,1996,Ukrainian Ironbelly
male,adult,grey,red,grey,18.075308175116984,long,spiked,partial,rough,partially scaled,1.4865261496857685,lithe,49.29721695471985,2,no,no,long,spiny,pointed,Ukraine,6,49.45203153916886,no,yes,BR,1977,Ukrainian Ironbelly
male,adult,grey,yellow,grey,14.513558378500054,long,spiked,partial,rough,partially scaled,1.4678770720745433,lithe,45.72286130480706,2,no,no,long,spiny,pointed,Hungary,6,48.55972048632291,no,no,SR,1989,Ukrainian Ironbelly
female,elder,grey,yellow,grey,45.28036538411691,long,spiked,partial,rough,partially scaled,3.1182490798674283,lithe,82.36376991713362,2,no,no,long,spiny,pointed,Romania,5,47.15403388535322,no,no,KN,1994,Ukrainian Ironbelly
male,adult,grey,yellow,grey,16.924797433922247,long,spiked,partial,rough,partially scaled,1.789622729793963,lithe,45.433869925178,2,no,no,long,spiny,pointed,Hungary,6,48.56557832086618,no,no,U,1982,Ukrainian Ironbelly
female,adult,grey,yellow,grey,15.99284264951485,long,spiked,partial,rough,partially scaled,2.9869267561327595,lithe,41.059399974103414,2,no,no,long,spiny,pointed,Romania,6,46.11953279117541,no,no,OK,2011,Ukrainian Ironbelly
male,elder,grey,yellow,grey,36.39057751556876,long,spiked,partial,rough,partially scaled,3.5259723974726667,lithe,67.45526364984929,2,no,no,long,spiny,pointed,Romania,7,48.46203863740679,no,no,NR,2005,Ukrainian Ironbelly
male,adult,grey,yellow,grey,11.407395667622213,long,spiked,partial,rough,partially scaled,1.2589420421675126,lithe,46.14670633253149,2,no,no,long,spiny,pointed,Ukraine,7,46.45923625218004,no,yes,BR,2014,Ukrainian Ironbelly
male,elder,grey,yellow,grey,53.510623688949494,long,spiked,partial,rough,partially scaled,4.323436600560229,lithe,64.32788704795159,2,no,no,long,spiny,pointed,Romania,6,47.88689189412693,no,no,FF,1994,Ukrainian Ironbelly
female,elder,grey,yellow,grey,51.634368430072485,long,spiked,partial,rough,partially scaled,3.9851420822225103,lithe,81.82939483681862,2,no,no,long,spiny,pointed,Hungary,5,47.19248174565369,no,no,TR,1983,Ukrainian Ironbelly
male,elder,grey,yellow,grey,37.25871100211522,long,spiked,partial,rough,partially scaled,3.8316714773873253,lithe,67.4099570626441,2,no,no,long,spiny,pointed,Ukraine,7,46.21463124953539,no,no,KN,1977,Ukrainian Ironbelly
female,adult,grey,red,grey,16.18705624041752,long,spiked,partial,rough,partially scaled,2.9747858335782267,lithe,35.74509058352211,2,no,no,long,spiny,pointed,Romania,5,47.47109377639565,no,no,NK,1995,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.339547864382198,long,spiked,partial,rough,partially scaled,0.666226883182301,lithe,8.558545549479039,2,no,no,long,spiny,pointed,Hungary,6,53.23376269412932,no,no,TR,2016,Ukrainian Ironbelly
male,elder,grey,red,grey,41.445348869896506,long,spiked,partial,rough,partially scaled,4.893319435038806,lithe,81.27722072919912,2,no,no,long,spiny,pointed,Ukraine,7,48.97688459772369,no,no,CT,1995,Ukrainian Ironbelly
male,adult,grey,red,grey,10.067310086452173,long,spiked,partial,rough,partially scaled,1.153800757530309,lithe,41.932347803325776,2,no,no,long,spiny,pointed,Ukraine,7,48.746396680048164,no,no,WX,1999,Ukrainian Ironbelly
male,adult,grey,red,grey,11.62373764239633,long,spiked,partial,rough,partially scaled,1.0286190284507324,lithe,46.92710696249752,2,no,no,long,spiny,pointed,Hungary,7,49.48592383881623,no,yes,BB,2008,Ukrainian Ironbelly
male,adult,grey,red,grey,11.389690916596859,long,spiked,partial,rough,partially scaled,1.6545581072780275,lithe,44.08725552904278,2,no,no,long,spiny,pointed,Romania,5,46.73736963655789,no,yes,OH,2014,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.588020361630114,long,spiked,partial,rough,partially scaled,0.5878938507515372,lithe,8.823175077432396,2,no,no,long,spiny,pointed,Romania,5,51.124186290252936,no,no,NN,2011,Ukrainian Ironbelly
male,adult,grey,yellow,grey,18.691060807822865,long,spiked,partial,rough,partially scaled,1.0307023793296326,lithe,46.094290740703805,2,no,no,long,spiny,pointed,Ukraine,6,49.34149805201567,no,yes,AB,1989,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.934145877130062,long,spiked,partial,rough,partially scaled,0.8235004027591887,lithe,9.727699828622333,2,no,no,long,spiny,pointed,Hungary,5,52.95893374811808,no,no,SR,1976,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.573955781294289,long,spiked,partial,rough,partially scaled,0.80774661877494,lithe,9.020733954876645,2,no,no,long,spiny,pointed,Ukraine,6,55.935265447032094,no,no,VM,1996,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.111638544243754,long,spiked,partial,rough,partially scaled,0.5221036546179421,lithe,9.089646070384745,2,no,no,long,spiny,pointed,Romania,5,55.49950806880462,no,no,NN,1980,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.894370516390078,long,spiked,partial,rough,partially scaled,0.8894770378100196,lithe,9.099139186841336,2,no,no,long,spiny,pointed,Hungary,6,56.36242372670837,no,no,KN,1978,Ukrainian Ironbelly
female,elder,grey,red,grey,57.06030091399407,long,spiked,partial,rough,partially scaled,3.2916455949925942,lithe,89.17694735915727,2,no,no,long,spiny,pointed,Ukraine,5,46.292462633906545,no,no,NR,1997,Ukrainian Ironbelly
female,elder,grey,red,grey,63.60300166958068,long,spiked,partial,rough,partially scaled,3.262931355372233,lithe,98.77535242744295,2,no,no,long,spiny,pointed,Hungary,5,46.885706944699415,no,no,U,2017,Ukrainian Ironbelly
male,elder,grey,red,grey,35.929235378379495,long,spiked,partial,rough,partially scaled,4.622065361026197,lithe,68.85556230728814,2,no,no,long,spiny,pointed,Hungary,6,47.206575844730274,no,no,FF,2007,Ukrainian Ironbelly
male,adult,grey,red,grey,15.963023023550832,long,spiked,partial,rough,partially scaled,1.3209614008145987,lithe,46.323838219995665,2,no,no,long,spiny,pointed,Hungary,5,47.97808531427466,no,yes,NK,2019,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.025050632553951,long,spiked,partial,rough,partially scaled,0.8625776614898446,lithe,8.487340606257769,2,no,no,long,spiny,pointed,Ukraine,7,54.05587309226734,no,no,NR,2010,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.995735466352357,long,spiked,partial,rough,partially scaled,0.9814432963462649,lithe,8.544668976458311,2,no,no,long,spiny,pointed,Hungary,6,53.28580722806404,no,no,NR,1976,Ukrainian Ironbelly
female,elder,grey,yellow,grey,49.1883398350447,long,spiked,partial,rough,partially scaled,3.541016986530101,lithe,81.49656267666482,2,no,no,long,spiny,pointed,Hungary,5,48.62215962526601,no,no,VM,2021,Ukrainian Ironbelly
female,adult,grey,yellow,grey,20.651055208399875,long,spiked,partial,rough,partially scaled,2.2471422198171638,lithe,31.608170658801708,2,no,no,long,spiny,pointed,Hungary,5,46.21337044280755,no,no,FF,1999,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.6941139189816505,long,spiked,partial,rough,partially scaled,0.5447561929015465,lithe,8.366457631015603,2,no,no,long,spiny,pointed,Romania,5,53.27336703279958,no,no,NK,2002,Ukrainian Ironbelly
male,adult,grey,red,grey,19.942584818161347,long,spiked,partial,rough,partially scaled,1.1614861563694323,lithe,48.207961646194555,2,no,no,long,spiny,pointed,Hungary,7,46.98362364935173,no,yes,CT,1996,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.381406078579215,long,spiked,partial,rough,partially scaled,0.6911806998715141,lithe,9.570924858418378,2,no,no,long,spiny,pointed,Romania,6,55.4903350775877,no,no,CT,1986,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.561885623009983,long,spiked,partial,rough,partially scaled,0.7991515109393726,lithe,8.364052247906441,2,no,no,long,spiny,pointed,Hungary,7,57.263062240520014,no,no,TR,2011,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.639110367489574,long,spiked,partial,rough,partially scaled,0.6052314338315479,lithe,9.69581723742523,2,no,no,long,spiny,pointed,Hungary,7,53.96606786682967,no,no,TX,2003,Ukrainian Ironbelly
female,elder,grey,red,grey,64.81398528057933,long,spiked,partial,rough,partially scaled,3.4894828339518407,lithe,104.45059729167556,2,no,no,long,spiny,pointed,Ukraine,6,47.87607366177175,no,no,KN,1988,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.4414960344740715,long,spiked,partial,rough,partially scaled,0.9748177853901413,lithe,9.220693468034995,2,no,no,long,spiny,pointed,Ukraine,7,55.45434763967843,no,no,CT,1997,Ukrainian Ironbelly
male,elder,grey,red,grey,52.13395451030109,long,spiked,partial,rough,partially scaled,4.508036042035635,lithe,96.85830330514979,2,no,no,long,spiny,pointed,Hungary,6,45.26718332160037,no,no,KN,2019,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.718219441782895,long,spiked,partial,rough,partially scaled,0.5859313187065978,lithe,9.822480822981365,2,no,no,long,spiny,pointed,Ukraine,5,54.881152764756024,no,no,SX,2021,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.98949119065623,long,spiked,partial,rough,partially scaled,0.5320611172072631,lithe,8.043283635440552,2,no,no,long,spiny,pointed,Romania,6,54.12149879557934,no,no,WX,1981,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.611724658972226,long,spiked,partial,rough,partially scaled,0.5452933228449395,lithe,9.738871586446377,2,no,no,long,spiny,pointed,Romania,6,55.89593566366126,no,no,OK,1994,Ukrainian Ironbelly
male,elder,grey,red,grey,55.75184801123254,long,spiked,partial,rough,partially scaled,3.5804167758192578,lithe,88.91517402645152,2,no,no,long,spiny,pointed,Hungary,6,45.235192411682064,no,no,BB,1984,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.710535187029073,long,spiked,partial,rough,partially scaled,0.8332007819794389,lithe,8.36914983223663,2,no,no,long,spiny,pointed,Hungary,5,53.978325599245196,no,no,NR,2002,Ukrainian Ironbelly
male,elder,grey,yellow,grey,30.717249143369152,long,spiked,partial,rough,partially scaled,3.3745825607035265,lithe,61.22977364355375,2,no,no,long,spiny,pointed,Hungary,5,46.70955084736643,no,no,SX,2008,Ukrainian Ironbelly
male,adult,grey,yellow,grey,16.327187440325908,long,spiked,partial,rough,partially scaled,1.8453808052559189,lithe,49.404323045444805,2,no,no,long,spiny,pointed,Hungary,7,45.062577986009394,no,yes,KN,2009,Ukrainian Ironbelly
female,adult,grey,yellow,grey,24.081979247436486,long,spiked,partial,rough,partially scaled,2.035172683086388,lithe,46.5337349617306,2,no,no,long,spiny,pointed,Hungary,6,45.92122133916592,no,yes,BB,1982,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.099057992100185,long,spiked,partial,rough,partially scaled,0.727825399758013,lithe,8.064538311260927,2,no,no,long,spiny,pointed,Hungary,6,50.70485057029093,no,no,SX,2019,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.225585704851276,long,spiked,partial,rough,partially scaled,0.6036772257371351,lithe,9.271379705626918,2,no,no,long,spiny,pointed,Hungary,7,59.87748758176481,no,no,TX,2010,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.3922419794730105,long,spiked,partial,rough,partially scaled,0.840274947503497,lithe,9.352909797712325,2,no,no,long,spiny,pointed,Romania,6,59.724187121171965,no,no,FF,1987,Ukrainian Ironbelly
female,adult,grey,yellow,grey,24.816947973141296,long,spiked,partial,rough,partially scaled,2.582806395229321,lithe,42.673980103850916,2,no,no,long,spiny,pointed,Ukraine,5,49.63196108327079,no,yes,TX,2012,Ukrainian Ironbelly
male,elder,grey,yellow,grey,44.595367314304355,long,spiked,partial,rough,partially scaled,3.375331685795159,lithe,97.64282214501621,2,no,no,long,spiny,pointed,Romania,7,45.23125659809044,no,no,SX,2003,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.484091745206198,long,spiked,partial,rough,partially scaled,0.7719152412103792,lithe,9.930714293346503,2,no,no,long,spiny,pointed,Ukraine,6,54.38331618433219,no,no,U,1996,Ukrainian Ironbelly
female,adult,grey,red,grey,22.845116822887302,long,spiked,partial,rough,partially scaled,2.4713883279137376,lithe,37.57050520252295,2,no,no,long,spiny,pointed,Ukraine,5,48.864936992439475,no,no,NR,2023,Ukrainian Ironbelly
female,adult,grey,red,grey,18.21454306289838,long,spiked,partial,rough,partially scaled,2.792547346058001,lithe,36.695745862275864,2,no,no,long,spiny,pointed,Hungary,5,48.87705669840509,no,no,KN,2020,Ukrainian Ironbelly
male,adult,grey,red,grey,10.435710492775726,long,spiked,partial,rough,partially scaled,1.0892635852919306,lithe,42.800865861325825,2,no,no,long,spiny,pointed,Ukraine,7,45.951149363099205,no,no,NR,1997,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.905145324812349,long,spiked,partial,rough,partially scaled,0.6148940463291857,lithe,9.421815446101641,2,no,no,long,spiny,pointed,Hungary,7,55.86696153623368,no,no,NK,1987,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.112654962333795,long,spiked,partial,rough,partially scaled,0.6215927539595125,lithe,9.791357206372552,2,no,no,long,spiny,pointed,Hungary,5,52.795202785298684,no,no,SX,1987,Ukrainian Ironbelly
female,adult,grey,yellow,grey,21.351460867936144,long,spiked,partial,rough,partially scaled,2.859146991818866,lithe,33.69021104562133,2,no,no,long,spiny,pointed,Hungary,7,49.137591194883285,no,no,TR,1982,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.044391209544597,long,spiked,partial,rough,partially scaled,0.8380888177931489,lithe,8.520011142051112,2,no,no,long,spiny,pointed,Ukraine,6,58.32705010402028,no,no,SX,2005,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.437696379594339,long,spiked,partial,rough,partially scaled,0.872222199715675,lithe,9.56057835551297,2,no,no,long,spiny,pointed,Hungary,7,52.794635453784515,no,no,SX,2009,Ukrainian Ironbelly
male,elder,grey,yellow,grey,49.676227793853975,long,spiked,partial,rough,partially scaled,4.7650230973393075,lithe,99.68338291266247,2,no,no,long,spiny,pointed,Hungary,5,47.42574872846678,no,no,TX,1989,Ukrainian Ironbelly
female,adult,grey,red,grey,22.070542988861675,long,spiked,partial,rough,partially scaled,2.765451513394159,lithe,36.240550830621,2,no,no,long,spiny,pointed,Ukraine,6,46.29153407498538,no,yes,U,2007,Ukrainian Ironbelly
male,adult,grey,yellow,grey,10.96397849697306,long,spiked,partial,rough,partially scaled,1.64920826891152,lithe,40.48251249066843,2,no,no,long,spiny,pointed,Hungary,6,49.6566860475812,no,yes,DR,2011,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.644664663089437,long,spiked,partial,rough,partially scaled,0.7158850470721061,lithe,9.142510986223757,2,no,no,long,spiny,pointed,Ukraine,7,54.3495003931142,no,no,NK,2014,Ukrainian Ironbelly
female,elder,grey,yellow,grey,50.19896542405333,long,spiked,partial,rough,partially scaled,3.294804644080336,lithe,97.04726990819421,2,no,no,long,spiny,pointed,Romania,6,49.947946562736064,no,no,TR,1996,Ukrainian Ironbelly
female,adult,grey,red,grey,15.298737418041267,long,spiked,partial,rough,partially scaled,2.0984968412507388,lithe,37.38693672210185,2,no,no,long,spiny,pointed,Hungary,6,47.98183379233832,no,no,VM,2015,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.539823183126856,long,spiked,partial,rough,partially scaled,0.8130776704621923,lithe,9.959809264840954,2,no,no,long,spiny,pointed,Hungary,5,50.56059145699933,no,no,NR,2006,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.807323216990808,long,spiked,partial,rough,partially scaled,0.892515470398972,lithe,9.951587881952713,2,no,no,long,spiny,pointed,Ukraine,6,52.07255876268248,no,no,VM,1977,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.703904036892978,long,spiked,partial,rough,partially scaled,0.6592139670339356,lithe,8.984838174440446,2,no,no,long,spiny,pointed,Hungary,6,50.74848410232664,no,no,NN,1977,Ukrainian Ironbelly
female,adult,grey,yellow,grey,19.461428097544413,long,spiked,partial,rough,partially scaled,2.2099435964169585,lithe,31.24951586123829,2,no,no,long,spiny,pointed,Ukraine,6,47.756471512857374,no,no,NN,2014,Ukrainian Ironbelly
male,adult,grey,red,grey,11.133727633821211,long,spiked,partial,rough,partially scaled,1.675413821016253,lithe,44.036648206088024,2,no,no,long,spiny,pointed,Hungary,6,45.318540900361796,no,yes,CT,1989,Ukrainian Ironbelly
male,adult,grey,red,grey,14.158723003363232,long,spiked,partial,rough,partially scaled,1.0256070800048365,lithe,47.19118350763779,2,no,no,long,spiny,pointed,Romania,7,45.94846538540973,no,yes,SX,1980,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.765541916779418,long,spiked,partial,rough,partially scaled,0.9617043117897367,lithe,9.835007379203674,2,no,no,long,spiny,pointed,Romania,6,51.75135553962004,no,no,NN,2000,Ukrainian Ironbelly
male,elder,grey,yellow,grey,33.09966248016567,long,spiked,partial,rough,partially scaled,4.329151622870906,lithe,86.44378226072578,2,no,no,long,spiny,pointed,Hungary,7,47.63840414121521,no,no,FF,2007,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.813642555025165,long,spiked,partial,rough,partially scaled,0.5118791366175224,lithe,8.113574294978944,2,no,no,long,spiny,pointed,Ukraine,7,58.15302532286067,no,no,KN,1993,Ukrainian Ironbelly
female,adult,grey,red,grey,15.030091893192989,long,spiked,partial,rough,partially scaled,2.287800182407848,lithe,34.62099054492755,2,no,no,long,spiny,pointed,Ukraine,6,49.96068600923287,no,yes,NN,1998,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.8587861450949905,long,spiked,partial,rough,partially scaled,0.8432980112909483,lithe,8.977888689253385,2,no,no,long,spiny,pointed,Romania,7,57.186182307130885,no,no,LM,1995,Ukrainian Ironbelly
female,elder,grey,red,grey,56.60304298346121,long,spiked,partial,rough,partially scaled,3.6144652915230515,lithe,93.15296378544664,2,no,no,long,spiny,pointed,Ukraine,5,47.573534166510406,no,no,LM,1985,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.024922669398934,long,spiked,partial,rough,partially scaled,0.9039976091646,lithe,8.755486139588854,2,no,no,long,spiny,pointed,Ukraine,5,59.3271477371524,no,no,FF,1991,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.46643056518497,long,spiked,partial,rough,partially scaled,0.9928032421457531,lithe,8.003526632331054,2,no,no,long,spiny,pointed,Romania,5,56.090021685229765,no,no,KN,1977,Ukrainian Ironbelly
female,adult,grey,yellow,grey,24.216153012101213,long,spiked,partial,rough,partially scaled,2.6285201953702186,lithe,42.68888339158998,2,no,no,long,spiny,pointed,Hungary,7,46.47463282013153,no,no,OH,1985,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.311607420091624,long,spiked,partial,rough,partially scaled,0.5601078688565442,lithe,8.234900795117712,2,no,no,long,spiny,pointed,Hungary,7,50.75550240150589,no,no,DR,2021,Ukrainian Ironbelly
female,elder,grey,red,grey,42.51610070032263,long,spiked,partial,rough,partially scaled,3.9692456606505067,lithe,93.28194137592246,2,no,no,long,spiny,pointed,Hungary,5,46.361720660796394,no,no,U,1991,Ukrainian Ironbelly
female,adult,grey,red,grey,15.270537774263529,long,spiked,partial,rough,partially scaled,2.8581390363895873,lithe,43.77061928705126,2,no,no,long,spiny,pointed,Romania,6,49.9857599111495,no,no,KN,1988,Ukrainian Ironbelly
male,elder,grey,yellow,grey,55.11247938911582,long,spiked,partial,rough,partially scaled,3.146248607547875,lithe,66.45382883544127,2,no,no,long,spiny,pointed,Romania,7,49.46007228026845,no,no,NN,1996,Ukrainian Ironbelly
female,adult,grey,yellow,grey,15.116414571132244,long,spiked,partial,rough,partially scaled,2.6580123288056607,lithe,31.17738613605409,2,no,no,long,spiny,pointed,Ukraine,5,49.55887268463506,no,yes,BR,2012,Ukrainian Ironbelly
male,elder,grey,red,grey,34.17826270487211,long,spiked,partial,rough,partially scaled,3.7729863444445595,lithe,93.09869677760369,2,no,no,long,spiny,pointed,Ukraine,5,48.572630405166265,no,no,TR,2011,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.673846571434127,long,spiked,partial,rough,partially scaled,0.6432039027352305,lithe,8.224180456580234,2,no,no,long,spiny,pointed,Ukraine,6,52.76909538256644,no,no,TR,2016,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.253034180172039,long,spiked,partial,rough,partially scaled,0.6363220859200919,lithe,9.429735255899546,2,no,no,long,spiny,pointed,Hungary,7,56.58837996526702,no,no,VM,2007,Ukrainian Ironbelly
female,elder,grey,red,grey,63.58473338443204,long,spiked,partial,rough,partially scaled,3.803781804572777,lithe,85.5349142193448,2,no,no,long,spiny,pointed,Hungary,6,45.668901284061064,no,no,SX,2019,Ukrainian Ironbelly
female,adult,grey,yellow,grey,21.110716982256058,long,spiked,partial,rough,partially scaled,2.054090341064744,lithe,43.21674116885207,2,no,no,long,spiny,pointed,Romania,6,46.97526096802137,no,yes,FF,1992,Ukrainian Ironbelly
male,adult,grey,red,grey,17.116217534415973,long,spiked,partial,rough,partially scaled,1.349735447761887,lithe,44.27137820102785,2,no,no,long,spiny,pointed,Hungary,7,47.15158267809654,no,no,OK,2001,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.277435891091396,long,spiked,partial,rough,partially scaled,0.554434950540431,lithe,8.42145541459813,2,no,no,long,spiny,pointed,Romania,5,59.86499407408915,no,no,OK,2023,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.787406598264642,long,spiked,partial,rough,partially scaled,0.8997633280934567,lithe,9.588696382565473,2,no,no,long,spiny,pointed,Hungary,7,55.798192178353474,no,no,OK,2000,Ukrainian Ironbelly
female,adult,grey,red,grey,15.332684733141736,long,spiked,partial,rough,partially scaled,2.717903705377216,lithe,37.83213857760633,2,no,no,long,spiny,pointed,Hungary,6,47.02993023336284,no,yes,OH,2016,Ukrainian Ironbelly
female,adult,grey,red,grey,23.55047500407892,long,spiked,partial,rough,partially scaled,2.029749292457903,lithe,38.40447716370404,2,no,no,long,spiny,pointed,Ukraine,7,47.781806975485885,no,yes,WX,1999,Ukrainian Ironbelly
female,adult,grey,red,grey,19.28819093282579,long,spiked,partial,rough,partially scaled,2.687679928614262,lithe,31.054122714436673,2,no,no,long,spiny,pointed,Romania,5,47.231349386071194,no,no,NK,2023,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.302026160234554,long,spiked,partial,rough,partially scaled,0.626204323002403,lithe,9.805545588569128,2,no,no,long,spiny,pointed,Ukraine,6,54.56934051017287,no,no,U,2004,Ukrainian Ironbelly
male,elder,grey,yellow,grey,52.57104715503178,long,spiked,partial,rough,partially scaled,3.2819115476145777,lithe,82.57867680560402,2,no,no,long,spiny,pointed,Romania,5,48.15929779559517,no,no,SX,2021,Ukrainian Ironbelly
female,elder,grey,yellow,grey,53.0591856508599,long,spiked,partial,rough,partially scaled,3.2083234112512447,lithe,86.3084043227802,2,no,no,long,spiny,pointed,Romania,5,46.59683905085425,no,no,OK,1976,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.61127143137114,long,spiked,partial,rough,partially scaled,0.9060424655965236,lithe,8.824249297876497,2,no,no,long,spiny,pointed,Hungary,6,53.012817300368454,no,no,FF,2017,Ukrainian Ironbelly
male,elder,grey,red,grey,54.41635288927015,long,spiked,partial,rough,partially scaled,4.919671583826378,lithe,78.85600589098905,2,no,no,long,spiny,pointed,Ukraine,7,45.32451691267424,no,no,FF,2018,Ukrainian Ironbelly
female,adult,grey,red,grey,22.656991520061755,long,spiked,partial,rough,partially scaled,2.167725446218255,lithe,41.049598447676445,2,no,no,long,spiny,pointed,Romania,7,46.460233060306244,no,no,TR,2009,Ukrainian Ironbelly
male,adult,grey,red,grey,13.839745665816084,long,spiked,partial,rough,partially scaled,1.5106390321123226,lithe,49.36544947957395,2,no,no,long,spiny,pointed,Hungary,7,48.97273629540341,no,no,AB,2022,Ukrainian Ironbelly
male,adult,grey,yellow,grey,11.096773692441756,long,spiked,partial,rough,partially scaled,1.8490218212467693,lithe,42.46130061736461,2,no,no,long,spiny,pointed,Romania,7,48.22114357386066,no,yes,DR,1990,Ukrainian Ironbelly
